"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSG00000279727.1",6.48242095099308,-1.35391154982391,0.166642846249889,-8.12463049145034,4.48727328526933e-16,3.42671599923785e-15,"LINC02033"
"ENSG00000271576.1",20.9637255578721,1.73356155714884,0.213406433508543,8.12328629764313,4.53727310820111e-16,3.4630916422929e-15,"AL359504.1"
"ENSG00000189051.5",9.02691732940979,2.62949691688672,0.323724214504737,8.12264513765078,4.56131526849587e-16,3.48083686895471e-15,"RNF222"
"ENSG00000121440.15",536.007223330593,-1.09091255411358,0.134312372524904,-8.12220448202796,4.57791168262922e-16,3.49289490850129e-15,"PDZRN3"
"ENSG00000268964.3",8.64891970424118,4.6573991494365,0.573498807337158,8.12102673946526,4.62256163984131e-16,3.52634957618888e-15,"ERVV-2"
"ENSG00000132554.20",127.809797207529,-1.91575675107773,0.235910676389548,-8.12068694981117,4.63552314709859e-16,3.53562309169879e-15,"RGS22"
"ENSG00000239620.3",5.67427185685055,4.44975071630589,0.547987520993755,8.12016797068012,4.65538911652819e-16,3.55015866805753e-15,"PRR20G"
"ENSG00000263961.8",86.1823418540981,-1.62624576563179,0.200273994916109,-8.12010449141432,4.65782478681765e-16,3.55139931219244e-15,"RHEX"
"ENSG00000144820.8",8.93792657261472,4.69445942711228,0.578178086174295,8.11940047429799,4.6849219400235e-16,3.57143962476444e-15,"ADGRG7"
"ENSG00000227189.2",12.5598686552984,2.47039143713558,0.304290788493667,8.11852192228617,4.71895480196439e-16,3.59613511548519e-15,"AC092535.2"
"ENSG00000241388.5",137.81674198805,2.76216032267872,0.340385739617478,8.11479448517088,4.86607624569469e-16,3.70602060739438e-15,"HNF1A-AS1"
"ENSG00000261298.1",3.99915097759453,3.98099857834028,0.490585940219231,8.11478326623317,4.8665258078424e-16,3.70602060739438e-15,"AC122134.1"
"ENSG00000004777.18",407.633833445689,1.28295542200412,0.158119937044676,8.11381186954065,4.90560694092241e-16,3.73513439874984e-15,"ARHGAP33"
"ENSG00000229092.2",19.7563693159193,2.063885814527,0.254415237786193,8.11227280443581,4.96816053592603e-16,3.78210695444716e-15,"IGHV3-47"
"ENSG00000143248.13",4847.97805907353,-1.08744091914763,0.134184757664086,-8.10405695906155,5.3156199950152e-16,4.0431123156265e-15,"RGS5"
"ENSG00000169851.15",1207.77102099849,1.7048949588597,0.210391096280909,8.10345584483941,5.3419620546867e-16,4.06244464532894e-15,"PCDH7"
"ENSG00000204529.4",29.8941990762641,3.84452727138056,0.474493990608227,8.10237294354873,5.38974201322864e-16,4.09736100763278e-15,"GUCY2EP"
"ENSG00000203797.12",151.329785634952,-1.30795107260516,0.161495806030878,-8.09897857257716,5.54225439004458e-16,4.21184476058944e-15,"DDO"
"ENSG00000103154.9",39.9962408874585,2.38451121325555,0.294426852190422,8.0988238522258,5.54930654896091e-16,4.21647431328731e-15,"NECAB2"
"ENSG00000135097.7",189.189269763296,2.30497926974662,0.284712276391156,8.09581974814426,5.68799965569531e-16,4.32036092166721e-15,"MSI1"
"ENSG00000124479.11",38.2263201189285,2.83422642561051,0.35011017680663,8.09524147930121,5.71508646000732e-16,4.34018413107785e-15,"NDP"
"ENSG00000169891.18",1112.12337697273,-1.07320774868992,0.132581071967977,-8.09472825011658,5.739233168672e-16,4.35776808639785e-15,"REPS2"
"ENSG00000132185.18",196.471510543144,1.8304470941292,0.226132462600266,8.09457904929323,5.74627169815385e-16,4.36235806130594e-15,"FCRLA"
"ENSG00000050165.18",4113.59512547541,-1.11963250842312,0.138321530113971,-8.09441962867668,5.75380174487665e-16,4.36656471858856e-15,"DKK3"
"ENSG00000233246.1",4.89603940054162,2.67429712004529,0.330460159978222,8.09264608545107,5.8382315856814e-16,4.42834252767784e-15,"PHC2-AS1"
"ENSG00000231031.6",9.30100313206643,4.76519222724993,0.588849775198494,8.09237334877751,5.85132311048533e-16,4.4375060065874e-15,"LINC01804"
"ENSG00000249550.7",63.9803105220641,3.41933515527436,0.422571591125621,8.09172984432327,5.88232646463891e-16,4.45870801074218e-15,"LINC01234"
"ENSG00000273328.5",60.0415474931193,2.48020777304755,0.306529820272298,8.09124466534553,5.90580884434577e-16,4.47573466267212e-15,"AC099329.2"
"ENSG00000271375.1",32.4259583842544,2.17042792717847,0.26829225405814,8.08978975109782,5.97678105737051e-16,4.52717709555182e-15,"AC134879.2"
"ENSG00000170498.9",40.0955418580225,1.98066264804178,0.244843524614061,8.08950390321261,5.99082346659459e-16,4.53703101790563e-15,"KISS1"
"ENSG00000104327.7",80.9933070530348,2.93413179815866,0.362752833440613,8.08851517527572,6.03964634498444e-16,4.57321729622809e-15,"CALB1"
"ENSG00000270019.1",11.4384276433813,1.756225664275,0.217154262353754,8.08745656308615,6.09235471296908e-16,4.610742768812e-15,"AC110769.2"
"ENSG00000287644.1",3.87820251800399,-1.42928888466712,0.176737650410502,-8.08706510099781,6.11196021139015e-16,4.62478326524456e-15,"AC080112.4"
"ENSG00000108405.4",201.665988035526,-1.20812796428923,0.149405014012987,-8.08626117584125,6.1524181308876e-16,4.65459476442582e-15,"P2RX1"
"ENSG00000234771.3",410.381107624728,1.25674931965704,0.155482526686826,8.08289745759275,6.3245801658009e-16,4.7823715357382e-15,"SLC25A25-AS1"
"ENSG00000285624.2",13.1230178206608,2.18828795252631,0.270827697487291,8.08000057907298,6.47664656901993e-16,4.8956713865668e-15,"AC025062.3"
"ENSG00000285651.1",9.37073598195482,2.39999260819385,0.297061114763198,8.07912072270718,6.52354224372573e-16,4.92942247327477e-15,"AL450992.2"
"ENSG00000229618.3",11.0908880233956,2.79119164986172,0.3455349926998,8.07788417622495,6.59001523476997e-16,4.97793856801565e-15,"AC011287.1"
"ENSG00000220771.2",3.52874233844548,2.55298336569527,0.316061137388597,8.07749850800662,6.61088380075766e-16,4.9920923573161e-15,"BOLA2P3"
"ENSG00000142227.11",1993.10484342041,-1.03698061549659,0.128382698717833,-8.07726138999247,6.6237466024198e-16,5.00083757414466e-15,"EMP3"
"ENSG00000279347.1",8.95763995675117,1.81854856953688,0.225158369182533,8.07675315885153,6.65139944803024e-16,5.02085180957552e-15,"AC021945.1"
"ENSG00000233435.2",8.44122185471828,1.96580805515583,0.243411357854605,8.07607365770521,6.68854887111912e-16,5.0480264855765e-15,"AGGF1P2"
"ENSG00000287697.1",6.00569754914155,1.97999921840499,0.245191265633206,8.07532524982751,6.72970215150054e-16,5.07734057512695e-15,"Z99127.3"
"ENSG00000175967.4",5.44736518861811,-2.27979502566881,0.282394857505891,-8.07307557157357,6.85491495823711e-16,5.16914504235259e-15,"LINC02880"
"ENSG00000277050.1",8.95760951432192,1.8807428648109,0.232975252810434,8.07271520096261,6.87518467974983e-16,5.18353982293639e-15,"AL122125.1"
"ENSG00000134460.18",442.886989495787,1.37817997530118,0.17075650907078,8.07102454132457,6.97107019580581e-16,5.25222533112274e-15,"IL2RA"
"ENSG00000232233.1",4.02138512462867,2.6659880023753,0.330434226707763,8.06813515941589,7.13800036310074e-16,5.37707318483022e-15,"LINC02043"
"ENSG00000180509.12",51.8883629119706,-1.59203314201729,0.197327316026243,-8.06798153482997,7.14698525101586e-16,5.38291805097953e-15,"KCNE1"
"ENSG00000254176.1",10.8404407267828,2.43770286300758,0.302150579474354,8.06784109846292,7.15520856167773e-16,5.38818741113478e-15,"IGHV3-75"
"ENSG00000206262.9",5.42224671283314,4.1547841222361,0.514983140974786,8.06780609239307,7.15725980795158e-16,5.38880792467685e-15,"FOXL2NB"
"ENSG00000131037.15",1804.60234004867,1.257837009373,0.15591056467547,8.06768298217125,7.16447828505977e-16,5.39331804383635e-15,"EPS8L1"
"ENSG00000164972.13",266.118253901446,-2.40145146291054,0.297685124670142,-8.06708586991551,7.19959141729563e-16,5.41882171980547e-15,"C9orf24"
"ENSG00000244476.3",21.8069914796493,-1.92507332798605,0.238660961202516,-8.06614252404913,7.25541061852663e-16,5.45989854772073e-15,"ERVFRD-1"
"ENSG00000237588.2",3.037035885916,2.85217371566264,0.353601649068601,8.06606451970845,7.26004529471629e-16,5.46245011807732e-15,"AL590666.3"
"ENSG00000255983.1",13.3650690705583,3.76023071036852,0.466220679935168,8.06534517278687,7.30292345667177e-16,5.49282920490678e-15,"AC007848.1"
"ENSG00000079102.16",289.599979251923,-1.24675376677304,0.154594870350311,-8.06465158868407,7.34450220605928e-16,5.52315622312147e-15,"RUNX1T1"
"ENSG00000267312.1",5.7797550495452,1.82341406602556,0.226142941260567,8.06310405207198,7.43811603871476e-16,5.59259717910899e-15,"AC015911.4"
"ENSG00000168329.14",278.200526261519,-1.57440475075759,0.195262147809486,-8.06303099919657,7.44256410477573e-16,5.59498356173091e-15,"CX3CR1"
"ENSG00000233718.8",7.04672178773066,3.63486760391794,0.450836472223078,8.06249677625767,7.47517179324644e-16,5.61853463610837e-15,"MYCNOS"
"ENSG00000269416.6",74.5750777154619,2.51122453103124,0.311504619663241,8.06159643393429,7.53044533455894e-16,5.65911098135347e-15,"LINC01224"
"ENSG00000238129.5",12.5043504301572,3.61226218600574,0.44808391886069,8.06157515134748,7.5317567687347e-16,5.65912798964991e-15,"AL121904.1"
"ENSG00000179094.16",5437.05236955885,-1.18806348886511,0.147388544020027,-8.06075870254666,7.58223664293123e-16,5.69608230951429e-15,"PER1"
"ENSG00000143196.5",378.082102996724,-1.46437346538501,0.181670845714979,-8.0605859438913,7.59296071938337e-16,5.70316293513725e-15,"DPT"
"ENSG00000265735.2",41.4251440473902,2.67468454996938,0.331830054204181,8.0604047646739,7.60422356104125e-16,5.71064574252302e-15,"RN7SL5P"
"ENSG00000112936.19",5218.93533466412,-1.81266568277071,0.224890386427513,-8.06021863168868,7.6158114906484e-16,5.71837008471907e-15,"C7"
"ENSG00000267015.1",9.55038844393945,2.8053555933147,0.348074557465867,8.05963990513671,7.65195205615112e-16,5.74452410301925e-15,"AC023090.1"
"ENSG00000233491.8",26.9106750561331,4.11720834359595,0.510890076842988,8.05889276424779,7.6988598194567e-16,5.77776336818226e-15,"AC008163.1"
"ENSG00000149781.13",1920.00142902177,-1.03521934706791,0.128493992472116,-8.05655834293234,7.84725489284074e-16,5.88812307492544e-15,"FERMT3"
"ENSG00000201555.1",3.9769622334485,1.8852945214652,0.234036314389246,8.05556405374596,7.91131261393981e-16,5.93416017899039e-15,"Y_RNA"
"ENSG00000288002.1",1.53737496651902,-2.43304631217725,0.302035122161076,-8.05550789844798,7.91494578546208e-16,5.93587138240205e-15,"AC091912.3"
"ENSG00000064886.14",1072.07532224278,-1.74506023424988,0.216643274795119,-8.05499379521565,7.94828407403824e-16,5.95782099165276e-15,"CHI3L2"
"ENSG00000100312.11",10.2015896152366,-1.51259314249377,0.187818648607526,-8.05347687094985,8.04746122295808e-16,6.03080735406287e-15,"ACR"
"ENSG00000144891.18",136.988481940233,-1.82003421331456,0.225993998960516,-8.05346257726312,8.048401524666e-16,6.03080735406287e-15,"AGTR1"
"ENSG00000088538.13",197.764207465301,1.63480316408189,0.202998158816002,8.05329059936784,8.05972347842128e-16,6.03826067117349e-15,"DOCK3"
"ENSG00000233732.5",12.7859753636804,2.35935797690544,0.29299566606105,8.05253541331849,8.10962625137941e-16,6.07357476885672e-15,"IGHV3OR16-10"
"ENSG00000120693.14",506.742676727757,-1.42542731479359,0.177037083270813,-8.05157478003137,8.17354510789029e-16,6.11935832374191e-15,"SMAD9"
"ENSG00000260192.3",4.35339276223728,3.08155110977432,0.382758341795663,8.05090516203411,8.21839364226169e-16,6.15188654673902e-15,"LINC02240"
"ENSG00000211685.3",541.233785109719,2.3084929507259,0.286786544776791,8.0495162439459,8.31219264019077e-16,6.2210393528341e-15,"IGLC7"
"ENSG00000187608.10",4170.3424947974,1.51909368123397,0.188721508777571,8.04939347440462,8.3205342988885e-16,6.22622121786288e-15,"ISG15"
"ENSG00000268812.3",22.375499581075,1.91613897573915,0.238052648483466,8.04922351398347,8.33209598729881e-16,6.23344186355221e-15,"AC004264.1"
"ENSG00000271969.1",4.26378818843805,2.36336092436134,0.293614026028715,8.04920989752109,8.33302294216612e-16,6.23344186355221e-15,"U47924.1"
"ENSG00000137090.12",5.64080112903201,3.94718397898132,0.490449749500465,8.04809051896065,8.40957431474507e-16,6.28856280927207e-15,"DMRT1"
"ENSG00000127824.14",4160.50345274562,1.02647110573933,0.127552039965096,8.04746914294921,8.45236721344258e-16,6.31841069700824e-15,"TUBA4A"
"ENSG00000235214.1",3.10877566829284,2.43044849015766,0.302047232425184,8.04658420685804,8.51368152065354e-16,6.36099635140202e-15,"FAM83C-AS1"
"ENSG00000162148.11",127.400882984241,-1.32808402823239,0.165057154897407,-8.04620695817685,8.53995286826534e-16,6.37953947678685e-15,"PPP1R32"
"ENSG00000149021.7",3645.56244695366,-3.22621378716934,0.400996001709379,-8.0455011357134,8.58932056236058e-16,6.41532685649351e-15,"SCGB1A1"
"ENSG00000281100.1",24.5723299100505,-1.10836299098243,0.137763572069003,-8.0453996244179,8.59644370530335e-16,6.41955515475969e-15,"AC105749.1"
"ENSG00000211895.5",150280.619718401,1.82235773622807,0.226557705640745,8.04368022298835,8.71798364321066e-16,6.50810373637164e-15,"IGHA1"
"ENSG00000101188.5",35.8124569469953,3.02447957864256,0.37606497229875,8.04243894387452,8.80677709304702e-16,6.57327183674477e-15,"NTSR1"
"ENSG00000166126.11",474.068207012007,1.83470501832586,0.228146748851899,8.04177586381847,8.85457424266949e-16,6.60782384424911e-15,"AMN"
"ENSG00000137941.17",365.196222676884,-1.51292118707008,0.18818350087835,-8.03960591661058,9.01278538213213e-16,6.72246315830511e-15,"TTLL7"
"ENSG00000241720.2",1.92575426604239,-2.29095467183929,0.284992223547867,-8.03865678620702,9.08285904410658e-16,6.77357915466576e-15,"AL158847.1"
"ENSG00000260577.2",17.3940468733104,1.46090648937789,0.181754891224782,8.03778363010403,9.14779744692502e-16,6.81853311652483e-15,"AC126773.4"
"ENSG00000255422.3",29.1592157705915,-1.41213224564488,0.175748793651995,-8.03494701898825,9.36193481332565e-16,6.9757773231483e-15,"AP002954.1"
"ENSG00000260005.6",27.2761200004249,1.28036235903128,0.159374693272469,8.03366163561715,9.46058780078638e-16,7.0480897579323e-15,"AC027601.1"
"ENSG00000267405.1",4.44752501574017,-1.69270528336844,0.210754982483009,-8.03162641008929,9.61888950570433e-16,7.16359291376318e-15,"AC005180.1"
"ENSG00000185697.16",356.391677441013,1.19658499920218,0.148987987800323,8.0314192900294,9.63514504855085e-16,7.1744822635555e-15,"MYBL1"
"ENSG00000267698.1",9.80367869590263,1.27797862893851,0.159125248502498,8.03127499228034,9.64648605818328e-16,7.18170910164171e-15,"AC002116.2"
"ENSG00000276168.1",11747.3794746139,2.35446808546667,0.293164730078997,8.03121195660959,9.65144444159399e-16,7.1841824958534e-15,"RN7SL1"
"ENSG00000132031.13",458.630010338838,-1.49874425602835,0.186628295822434,-8.0306378484767,9.69671949106958e-16,7.21543726237697e-15,"MATN3"
"ENSG00000130032.17",57.4196362870281,-1.45249633042018,0.180882961343025,-8.03003400450571,9.74456532806857e-16,7.2485831535743e-15,"PRRG3"
"ENSG00000083857.14",8019.08731671006,1.19896488415473,0.149313678643103,8.0298395635979,9.76002138373983e-16,7.25885059214119e-15,"FAT1"
"ENSG00000283913.1",28.2174114601862,-1.72558691201912,0.214903109459894,-8.02960420794263,9.77876205354361e-16,7.27032580039113e-15,"AL512662.1"
"ENSG00000259869.2",11.6954492855231,-1.40423489743634,0.174916336401464,-8.02803743964412,9.9044258181633e-16,7.36126163973511e-15,"AL022344.1"
"ENSG00000196074.13",321.13243760218,1.8692287298503,0.232937973626493,8.02457710415021,1.01876285798251e-15,7.56790341634442e-15,"SYCP2"
"ENSG00000175489.10",528.187841757124,-1.07393005350199,0.133837687962378,-8.0241228748951,1.02253912503287e-15,7.59467066647385e-15,"LRRC25"
"ENSG00000166558.11",13.42738384853,3.59712005941794,0.448304800955983,8.02382676194253,1.02500830236087e-15,7.61172240092434e-15,"SLC38A8"
"ENSG00000242207.1",7.42914648103759,4.32590216609663,0.539169173703031,8.02327428399921,1.02963092670185e-15,7.64475718489656e-15,"HOXB-AS4"
"ENSG00000186529.16",524.238076412057,3.00311147246923,0.374317283103582,8.0229035848131,1.03274410142251e-15,7.6665754004163e-15,"CYP4F3"
"ENSG00000204624.8",33.9075475611251,2.18013688486285,0.271742638532638,8.02280016354888,1.03361429837141e-15,7.67173830992029e-15,"DISP3"
"ENSG00000196581.11",43.3376352201179,-1.82565497860388,0.227563884973558,-8.02260419668967,1.0352651648498e-15,7.68269281537176e-15,"AJAP1"
"ENSG00000130643.9",30.4857855274124,2.82041230692372,0.351568536457446,8.02236837045599,1.0372552592221e-15,7.69616060027754e-15,"CALY"
"ENSG00000196972.9",90.281771589684,-1.05909770481403,0.132019817056613,-8.02226308463874,1.03814496335851e-15,7.701460608392e-15,"SMIM10L2B"
"ENSG00000259754.2",2.80517564729745,-2.89787098343274,0.361268674738596,-8.02137352630853,1.0456921319381e-15,7.75482883185309e-15,"AC092078.2"
"ENSG00000155970.12",163.885683542487,-1.0435461773591,0.130100729790142,-8.02106321034776,1.04833760253234e-15,7.77182240877854e-15,"MICU3"
"ENSG00000254275.6",17.1353154098455,3.5000655261837,0.436400699135704,8.02030228896429,1.05485246077348e-15,7.81880005951442e-15,"LINC00824"
"ENSG00000279631.1",28.3912363026054,-1.21307150025662,0.151262574914569,-8.01964068733952,1.06054936655592e-15,7.85970003130304e-15,"AL158211.5"
"ENSG00000202058.1",27.308104189019,2.53496600210722,0.316106694114298,8.0193366648244,1.06317739114138e-15,7.87784664951367e-15,"RN7SKP80"
"ENSG00000286651.2",13.658517833066,2.03462115082369,0.25374662469262,8.01831808911096,1.07202897862873e-15,7.94075446214367e-15,"PRSS43P"
"ENSG00000152760.10",82.7310251917798,-1.6540741486736,0.206287458770955,-8.01829717874485,1.07221145148138e-15,7.9407665431856e-15,"TCTEX1D1"
"ENSG00000286122.1",10.5861588119877,1.87934160856411,0.234461265263006,8.01557394333758,1.09623891187847e-15,8.11597548821167e-15,"AC016074.2"
"ENSG00000261207.1",15.7356620442888,1.53680488244584,0.191755816734097,8.01438469309585,1.10689749071923e-15,8.19350452081612e-15,"AL031717.1"
"ENSG00000286419.1",0.966645115470076,-2.41914564337074,0.301878877154846,-8.01363005643439,1.11371374811586e-15,8.24257048369583e-15,"AC097637.3"
"ENSG00000241635.8",42.2419153269181,3.71705822732661,0.463965091810592,8.01150408282022,1.13313972705254e-15,8.38069149652638e-15,"UGT1A1"
"ENSG00000260941.1",23.1441857824805,-1.25358083648983,0.156472389169542,-8.01151463937538,1.13304244729462e-15,8.38069149652638e-15,"LINC00622"
"ENSG00000234937.1",10.3492250906599,2.04384958047854,0.255119509119674,8.01134177284652,1.13463646657895e-15,8.39034813867998e-15,"AL139128.1"
"ENSG00000259004.2",5.57143363116909,-1.22397203854484,0.152804784447652,-8.01003740144108,1.14673563751788e-15,8.47553641531897e-15,"LINC02285"
"ENSG00000175318.12",1131.57220567263,-1.33063480577928,0.16612244005417,-8.00996424893218,1.14741794122121e-15,8.47915210350443e-15,"GRAMD2A"
"ENSG00000254615.3",74.8841669373932,1.38950124426951,0.173482101336722,8.00947898119213,1.15195423798099e-15,8.50980999154528e-15,"AC027031.2"
"ENSG00000249241.1",10.4496773251525,-2.01541791371521,0.251635784766442,-8.00926591416972,1.15395157170935e-15,8.52169753006347e-15,"LINC02265"
"ENSG00000167117.10",5.23455088443391,3.80997158917814,0.475803207980484,8.00745250404955,1.17108950278821e-15,8.64680344163955e-15,"ANKRD40CL"
"ENSG00000167613.16",2062.33196046546,-1.06845796922709,0.133437961448381,-8.00715147046372,1.17395863403765e-15,8.6665305347332e-15,"LAIR1"
"ENSG00000267201.1",2.53323606577589,2.4965891087062,0.311796952593768,8.00709913274536,1.17445816748386e-15,8.66876082269562e-15,"LINC01775"
"ENSG00000232519.2",2.73771234890434,2.43720691372765,0.30438323595194,8.00703398170217,1.17508028931469e-15,8.6718950426568e-15,"AL353807.2"
"ENSG00000213514.2",13.69549640188,1.74581636012751,0.218045772374988,8.00665081056981,1.1787457326083e-15,8.69748363616714e-15,"AL731556.1"
"ENSG00000213830.3",7.74472290125746,1.27684137580397,0.159499059475474,8.00532228843836,1.19154191034471e-15,8.78894763702943e-15,"CFL1P5"
"ENSG00000225826.2",4.31246618674678,3.14032354305814,0.392279030927656,8.00533114306913,1.1914561722103e-15,8.78894763702943e-15,"LINC00626"
"ENSG00000130208.9",2124.58708377493,-1.40557796844345,0.1755960925083,-8.0046084646047,1.19847379660083e-15,8.83710905268555e-15,"APOC1"
"ENSG00000259761.2",1.26845287800617,-2.71642734700478,0.339384158440788,-8.00398981344531,1.20451359101675e-15,8.8801530862232e-15,"AC078905.1"
"ENSG00000179873.14",14.4035621677993,3.03278921461562,0.378949945699375,8.00313933023113,1.21286569441532e-15,8.94022706761401e-15,"NLRP11"
"ENSG00000285631.1",1.37377413767226,-2.50959609279743,0.31359637097573,-8.00263116881432,1.21788325275999e-15,8.97570554358695e-15,"AC097105.1"
"ENSG00000188338.15",55.4737513176812,2.38623805026336,0.298195496496993,8.00226052470722,1.22155586312769e-15,8.99975133388199e-15,"SLC38A3"
"ENSG00000278966.2",9.96282210568769,2.08737996387887,0.260904035646677,8.00056602691133,1.23848560227577e-15,9.11836062976677e-15,"AL031602.1"
"ENSG00000229140.11",17.5482004410467,2.19150791838885,0.273949533647079,7.99967749246876,1.24745511330269e-15,9.18285901510828e-15,"CCDC26"
"ENSG00000099834.19",99.6752316693146,2.7499937035104,0.343797008626022,7.99888781610024,1.25548036561863e-15,9.24038599636504e-15,"CDHR5"
"ENSG00000182901.17",35.8441352368985,3.0042979157604,0.375614063737562,7.99836376163879,1.26083423121694e-15,9.27823547724751e-15,"RGS7"
"ENSG00000183644.13",103.710682545831,-2.42996273347962,0.303850259273348,-7.99723765018609,1.27241505733181e-15,9.36188759508039e-15,"HOATZ"
"ENSG00000095383.20",2759.1520987277,-1.05729308218039,0.132226921982135,-7.99605002015583,1.28474205979495e-15,9.45100081179362e-15,"TBC1D2"
"ENSG00000166341.8",1129.38013920745,-1.04479076093868,0.130720530217671,-7.99255296164215,1.32172701169835e-15,9.71168558963762e-15,"DCHS1"
"ENSG00000030304.14",52.8364545004088,-1.87645781135528,0.234837042780237,-7.99046772664093,1.34427755594436e-15,9.87407619296033e-15,"MUSK"
"ENSG00000222898.1",12.8185504242086,2.20255850169708,0.275664151463448,7.99000700672945,1.3493108468318e-15,9.90938941033355e-15,"RN7SKP97"
"ENSG00000201772.1",18.3623101013579,1.54758350218435,0.193694057741256,7.98983469204653,1.35119812299937e-15,9.92159023092011e-15,"SNORA5C"
"ENSG00000229261.1",6.31148351702917,3.22733293882988,0.40395031578611,7.98943041435506,1.35563618600189e-15,9.95251378153204e-15,"AL596223.1"
"ENSG00000102174.9",151.496315616471,-1.29262505783152,0.161797855353597,-7.9891359190552,1.35887812068065e-15,9.97464698747698e-15,"PHEX"
"ENSG00000064763.11",442.709180681326,-1.18789495303113,0.148690509606981,-7.98904352517845,1.35989680631145e-15,9.98045608643416e-15,"FAR2"
"ENSG00000137673.9",4685.2941263169,2.02354475640406,0.253296088861184,7.9888511721673,1.36202000182986e-15,9.99436802813322e-15,"MMP7"
"ENSG00000253742.1",17.2077331990455,2.12529221634202,0.266074478713487,7.98758387733448,1.37609027392932e-15,1.00925545228389e-14,"IGHV3-60"
"ENSG00000102053.12",81.1822668484963,-1.08906617864967,0.136386991734443,-7.9851176772795,1.40388316052744e-15,1.02908431067647e-14,"ZC3H12B"
"ENSG00000288009.1",18.9207099655781,1.3907680220916,0.174170355710887,7.98510180687812,1.4040637907681e-15,1.02908431067647e-14,"AL353135.2"
"ENSG00000280114.1",3.63656575218379,3.21521813966281,0.402657444454255,7.98499613988408,1.40526703185566e-15,1.02979431523334e-14,"AL021920.2"
"ENSG00000175352.11",385.923245997068,1.54442019286503,0.193434988002392,7.98418222480996,1.41456927267092e-15,1.03643812386084e-14,"NRIP3"
"ENSG00000165383.11",38.1826976805105,-2.18469348196225,0.273641818424635,-7.98377051628878,1.4192977654e-15,1.03966812995764e-14,"LRRC18"
"ENSG00000068976.14",64.8641106364794,-1.22149978137459,0.15302132687884,-7.98254600381132,1.43345355707706e-15,1.04974892747254e-14,"PYGM"
"ENSG00000236809.2",38.3877157140015,1.16230273917437,0.145611569073875,7.98221423316085,1.43731282609239e-15,1.05239963638014e-14,"SNX25P1"
"ENSG00000121380.12",162.632111563916,1.4249928329785,0.178529272234048,7.98184418245073,1.44162945621924e-15,1.05538428513816e-14,"BCL2L14"
"ENSG00000080618.17",488.171586593802,-2.72730561355495,0.341718426705631,-7.9811488067758,1.44977556301102e-15,1.06099408286356e-14,"CPB2"
"ENSG00000239899.3",22.1701235300429,2.85503373466872,0.357759930590246,7.98030603918772,1.45970911127967e-15,1.06808577030979e-14,"RN7SL674P"
"ENSG00000262979.1",42.0055161417951,1.84063441592915,0.23065195157032,7.98013805388499,1.46169712174562e-15,1.06936222285655e-14,"AC124319.1"
"ENSG00000249249.2",49.2468417726413,-1.13538256323069,0.142295097836815,-7.97907011900549,1.47439803749072e-15,1.07829476725879e-14,"AC010226.1"
"ENSG00000166960.16",10.0221409136712,-1.98939793107864,0.24937034775738,-7.97768439178737,1.49104059815461e-15,1.09010310797484e-14,"CCDC178"
"ENSG00000225676.2",9.83818473539359,3.72816435115771,0.46734553811276,7.9773188082908,1.49546200935258e-15,1.09315360130967e-14,"AC002378.1"
"ENSG00000276997.4",9.05749917225977,1.94974067903862,0.244428264854984,7.9767398430594,1.50249051863932e-15,1.09810849989102e-14,"AL513314.2"
"ENSG00000131409.13",96.7205997563305,-1.3361393184581,0.16754283167148,-7.97491187852199,1.52489582343695e-15,1.11374210923347e-14,"LRRC4B"
"ENSG00000231407.6",25.8218894972792,1.23118092199327,0.154397917246884,7.97407726701777,1.53523475038166e-15,1.12110689987126e-14,"GORAB-AS1"
"ENSG00000248837.7",6.32111758874834,4.34959759282308,0.545490996268895,7.97372939713745,1.5395644207292e-15,1.12408170459294e-14,"AC097512.1"
"ENSG00000233818.1",23.0077851070656,1.64061101980944,0.205770119945243,7.973028446725,1.54832517910862e-15,1.13029025128278e-14,"AP000695.2"
"ENSG00000261790.2",19.1657968522741,1.1409958792152,0.143120604468827,7.97226844764839,1.55787943650713e-15,1.13669800692968e-14,"AC005606.2"
"ENSG00000269040.1",3.93290735215901,3.09663157380451,0.388597345226942,7.96874093927758,1.6029909140458e-15,1.16907155993297e-14,"BNIP3P24"
"ENSG00000278637.2",6.64819834278855,4.33714922363648,0.544270621297536,7.96873660624333,1.60304711053436e-15,1.16907155993297e-14,"H4C1"
"ENSG00000266970.1",65.1943775510187,1.36369847549682,0.171145191515609,7.96807940334361,1.61159308732112e-15,1.17491370520124e-14,"AC061992.2"
"ENSG00000156009.10",14.0936691642442,3.55939673095694,0.446733619436121,7.96760435323786,1.61779835487235e-15,1.17885041092673e-14,"MAGEA8"
"ENSG00000272980.4",7.215305437074,2.65164350501317,0.3328029593701,7.96760795045801,1.61775127843945e-15,1.17885041092673e-14,"Z94721.2"
"ENSG00000135638.14",9.15199747428847,2.9312113817047,0.36804212043263,7.9643367402054,1.66112332783453e-15,1.20981796857214e-14,"EMX1"
"ENSG00000197768.10",16.4661446045899,1.9364246280046,0.243167487006006,7.96333692405503,1.67460667298578e-15,1.21903148227463e-14,"STPG3"
"ENSG00000282142.2",0.600440428180332,-2.68966972971329,0.337767612665483,-7.96307765711414,1.67812066582656e-15,1.22138701204118e-14,"AC245187.2"
"ENSG00000166415.15",625.025830996494,2.56163542714535,0.321761294510415,7.96129140095323,1.70252898441036e-15,1.23894676343153e-14,"WDR72"
